ID,Name,Longitude,Latitude
27501,NTUC Health Nursing Hme,103.69167,1.34097
27509,Bef Yunnan Cres,103.69136,1.34044
27511,Blk 974,103.69311,1.33925
27519,Opp Blk 974,103.69292,1.34004
27521,Blk 986 CP,103.69406,1.33681
27529,Opp Blk 987A,103.69406,1.3363
27531,Blk 918,103.68697,1.34053
27539,Bef Xingnan Pr Sch,103.68689,1.34072
28009,Jurong East Int,103.74066,1.33235
28011,Bef Toh Tuck Ave,103.75915,1.32426
28019,Aft Toh Tuck Ave,103.75894,1.32493
28021,Opp 8 @Tradehub 21,103.75545,1.32616
28029,8 @ Tradehub 21,103.75436,1.32689
28031,Bef The Synergy,103.75101,1.3279
28039,Aft Boon Lay Sub Stn,103.75141,1.32808
28041,The Synergy,103.74828,1.33008
28049,Opp The Synergy,103.7481,1.3307
28051,Opp Ng Teng Fong Gen Hosp,103.74574,1.33229
28059,Ng Teng Fong General Hosp,103.74581,1.33261
28061,J Gateway,103.74255,1.33596
28069,Blk 203,103.74256,1.33644
28071,Blk 105,103.73904,1.33765
28079,Blk 210,103.7386,1.3384
28081,Blk 112,103.73665,1.33951
28089,Bef Yuhua CC,103.73635,1.34016
28091,Lakeside Stn,103.72012,1.34426
28099,Opp Lakeside Stn,103.71927,1.34432
28101,Opp SMRT Ulu Pandan Depot,103.75906,1.33312
28109,SMRT Ulu Pandan Depot,103.75933,1.33327
28181,Bef Toh Tuck Lk,103.7582,1.32997
28189,Aft Toh Tuck Lk,103.75851,1.32992
28199,Opposite JEM,103.74384,1.33268
28201,Opp The JTC Summit,103.74185,1.33206
28211,Bef Jurong East Stn,103.74071,1.33419
28221,Opp Intl Business Pk,103.74494,1.32762
28229,German Ctr,103.74593,1.32537
28231,Jurong Town Hall,103.74248,1.32986
28239,Opp Jurong Town Hall,103.74307,1.3298
28241,Opp Jurong East Lib,103.73957,1.33176
28249,Jurong East Lib,103.73905,1.33261
28251,S'pore Science Ctr,103.73699,1.33383
28259,Opp S'pore Science Ctr,103.73699,1.33415
28261,Aft S'pore Science Ctr,103.7349,1.33614
28269,Blk 118,103.73499,1.33653
28271,Opp Blk 114,103.73391,1.33899
28279,Blk 114,103.73424,1.33948
28281,Opp Blk 227,103.73538,1.34206
28289,Blk 228,103.73599,1.34239
28291,Blk 303,103.73638,1.34446
28299,Blk 253,103.73667,1.34438
28301,Blk 131,103.7403,1.33474
28309,Intl Business Pk,103.74578,1.32629
28311,Blk 209,103.74108,1.33825
28319,Blk 207,103.74173,1.33863
28321,Blk 239,103.7409,1.34127
28329,Blk 246,103.74044,1.34147
28331,Blk 229,103.73805,1.34204
28339,Blk 252,103.73738,1.34271
28341,Chinese Gdn Stn,103.73271,1.34247
28349,Opp Chinese Gdn Stn,103.73319,1.34255
28351,Opp Blk 350,103.73106,1.34362
28359,Blk 350,103.7312,1.34389
28361,Jurong Lake,103.72749,1.34419
28369,Opp Jurong Lake,103.72747,1.3445
28371,Bef Jurong West St 51,103.72409,1.34488
28379,Aft Jurong West St 51,103.72426,1.34514
28381,Blk 515,103.7213,1.34627
28389,Opp Blk 515,103.72147,1.34646
28391,Blk 501,103.71937,1.34978
28399,Blk 458,103.71965,1.34975
28401,Blk 502,103.71861,1.35065
28409,Blk 454,103.71794,1.35081
28411,Blk 526,103.71762,1.34805
28421,Blk 517,103.71935,1.34592
28431,Blk 134,103.73882,1.3345
28439,Blk 124,103.73857,1.33451
28441,Seventh-Day Advent Ch,103.73885,1.33577
28449,Bef Seventh-Day Advent Ch,103.73945,1.33618
28451,Parc Oasis,103.73466,1.34394
28459,Opp Parc Oasis,103.73432,1.34441
28461,Blk 347,103.73205,1.34533
28469,Blk 316,103.73193,1.34613
28471,Opp Blk 311,103.73225,1.34811
28481,Blk 306,103.73422,1.34618
28491,Opp Jurong Polyclinic,103.73079,1.34906
28499,Jurong Polyclinic,103.73046,1.34963
28501,Blk 490,103.72738,1.3498
28509,Blk 422,103.72654,1.35003
28511,Blk 463,103.72372,1.35064
28519,Blk 425,103.72452,1.35058
28521,Blk 457,103.7212,1.35098
28529,Blk 441,103.72065,1.35118
28531,Blk 536,103.71653,1.35006
28539,Blk 538,103.71542,1.34975
28541,Blk 551,103.71726,1.35236
28551,Blk 560A,103.71994,1.35309
28561,Blk 402,103.72232,1.35319
28571,Blk 416,103.72542,1.35242
28581,Blk 491,103.72571,1.34925
28591,Opp Blk 481,103.72538,1.34646
28601,Yuhua Sec Sch,103.72317,1.34734
28611,Opp Blk 461,103.72107,1.34928
28621,Blk 241,103.74358,1.34154
28629,Blk 266,103.74425,1.34195
28631,Opp Blk 288D,103.74419,1.34053
28639,Blk 288E,103.74396,1.34046
28641,Blk 284,103.7461,1.33918
28649,Blk 286A,103.74603,1.33901
28651,Opp IMM Bldg,103.74794,1.33515
28659,IMM Bldg,103.74768,1.33446
28661,Opp Jurong East Warehse,103.74952,1.33666
28669,Jurong East Warehse,103.74936,1.33645
28671,Alliance Bldg,103.75226,1.33715
28679,Hitachi Elevator Bldg,103.7511,1.33661
28681,Toh Guan Ctr,103.75489,1.3372
28689,Opp Toh Guan Ctr,103.75441,1.33728
28691,Wang-Fu Ind Pte Ltd,103.75749,1.33565
28699,Opp Uni-Tech Ctr,103.75724,1.33567
28701,Aft Old Toh Tuck Rd,103.75773,1.3315
28709,Bef Old Toh Tuck Rd,103.75734,1.33164
29011,Opp Sanmina-SCI,103.73362,1.30855
29019,Sanmina-SCI,103.73377,1.30809
29021,Aft Jln Buroh,103.7345,1.31267
29029,Bef Penjuru Cl,103.73497,1.31367
29031,Aft Penjuru Pl,103.73539,1.31653
29039,Bef Penjuru Wk,103.7359,1.31791
29041,Ban Joo,103.73605,1.3063
29049,LTH Logistics,103.73669,1.30598
29051,Opp Caltex S'pore,103.74285,1.30462
29059,Caltex S'pore,103.74253,1.30437
29069,Aft Pandan Rd,103.74607,1.30297
29071,Gas Svc Intl,103.75179,1.30423
29081,Franklin Offshore,103.75284,1.30178
29089,Swanson Plastics,103.7527,1.30147
29091,Opp Sia Huat,103.75254,1.29942
29099,Bef Sia Huat,103.75207,1.29939
29101,PPL Shipyard,103.74998,1.29856
29109,Opp PPL Shipyard,103.7497,1.29875
29111,Transerve,103.74685,1.30003
29119,Comfortdelgro Engrg,103.7472,1.30076
29121,Opp Clp Intl,103.73955,1.3067
29129,Clp Intl,103.73949,1.30639
29139,Opp Foh Foh Pte Ltd,103.75137,1.30296
29149,Senkee Logistics Hub,103.74845,1.30169
29159,Aft Teban Gdns Cres,103.73751,1.32532
30011,Tengah Air Base,103.71423,1.37368
30019,Opp Tengah Air Base,103.71366,1.37333
30021,Opp Keat Hong Camp,103.71705,1.37444
30029,Keat Hong Camp,103.7171,1.37416
30031,Opp Army Logistics Base,103.71984,1.37462
30039,Army Logistics Base,103.71982,1.37432
30041,Opp Home Team Acad,103.72189,1.37462
30049,Home Team Acad,103.72384,1.37431
30051,Aft Track 14,103.72537,1.37456
30059,Opp Track 14,103.72614,1.3744
30081,Opp Hai Inn See Tp,103.73431,1.37728
30089,Aft Hai Inn See Tp,103.73409,1.37716
30091,Chengtai Nursery,103.73086,1.37943
30099,Opp Chengtai Nursery,103.73123,1.37972
30101,Blk 485B,103.7389,1.37371
30109,Opp Blk 485A,103.73835,1.37375
30111,Blk 804B,103.74283,1.37246
30119,Aft Choa Chu Kang Ave 6,103.7404,1.37289
30121,Blk 805D,103.74444,1.37212
30129,Opp Blk 805D,103.74381,1.37204
31009,Choa Chu Kang Rd End,103.68427,1.37174
31011,Aft Nanyang Ave,103.6939,1.35908
31019,Bef Nanyang Ave,103.69399,1.35998
31021,Jln Bahar Power Stn,103.69288,1.36247
31029,Opp Jln Bahar Power Stn,103.69297,1.36308
31031,Civil Defence Acad,103.69327,1.36599
31039,Opp Civil Defence Acad,103.69331,1.36564
31041,Bef Muslim Cemy Path 7,103.69393,1.36893
31049,Aft Chr Cemy Path 9,103.69424,1.3694
31051,Pusara Aman Mque,103.69445,1.37226
31059,Aft Cemy Chapel,103.69467,1.37208
31061,Opp Lim Chu Kang Camp II,103.69557,1.37595
31069,Bef Old Choa Chu Kang Rd,103.69551,1.37493
31071,Aft Chinese Cemy Path 11,103.69626,1.37853
31079,Opp Chinese Cemy Path 11,103.69632,1.37769
31081,Opp HQ 5th SIB Camp I,103.69733,1.38056
31089,HQ 5th SIB Camp I,103.69712,1.37993
31121,Nirvana Memorial Gdn,103.688,1.37036
31129,Aft Nirvana Memorial Gdn,103.68741,1.36997
31131,Aft Track 33,103.69015,1.3721
31139,Bef Track 33,103.69038,1.37211
31141,CCK Cemy Office,103.69342,1.3741
31149,Opp CCK Cemy Office,103.69401,1.37395
31151,Aft Lim Chu Kang Rd,103.69597,1.37363
31159,Bef Lim Chu Kang Rd,103.6962,1.37337
31161,Opp Teen Challenge,103.70209,1.37253
31169,Teen Challenge,103.70122,1.37245
31171,Opp Jln Berseri,103.70419,1.37241
31179,Aft Jln Berseri,103.70355,1.37234
31191,B26 Old Choa Chu Kang Rd,103.70991,1.37161
31199,B25 Old Choa Chu Kang Rd,103.70932,1.37098
31201,Aft Chinese Cemy Path 13,103.69659,1.38045
31211,Aft Muslim Cemy Path 17,103.697,1.38284
32031,Opp Ama Keng Rd,103.70078,1.4027
32039,Aft Ama Keng Rd,103.70081,1.40252
32041,Opp LP 160,103.70166,1.40436
32049,Aft LP 161,103.70187,1.40452
32051,Aft Track 11,103.70098,1.40929
32059,Opp Track 11,103.70121,1.40903
32061,Opp LP 173,103.70006,1.41146
32069,B26 Lim Chu Kang Rd,103.70038,1.41103
32071,Aft Track 13,103.70057,1.41602
32079,Opp Track 13,103.70027,1.41513
32081,Sg Gedong Camp,103.7012,1.41745
32089,Aft Sg Gedong Camp,103.70109,1.41682
32101,Aft Murai Farmway,103.69744,1.38541
32109,Bef Lor Serambi,103.6977,1.38572
32111,Aft LP 93,103.69965,1.39837
32119,Aft LP 96,103.69988,1.39858
33011,B19 Lim Chu Kang Rd,103.70223,1.41959
33019,B20 Lim Chu Kang Rd,103.70216,1.4192
33021,Opp Neo Tiew Rd,103.70324,1.42179
33029,Aft Neo Tiew Rd,103.70292,1.4208
33031,Aft Jln Bahtera,103.70423,1.42398
33039,Opp Jln Bahtera,103.70408,1.4233
33041,Opp Lim Chu Kang Lane 3,103.70594,1.42762
33049,Aft Lim Chu Kang Lane 3,103.70544,1.42622
33051,Bef Lim Chu Kang Lane 3A,103.70683,1.43025
33059,Aft Lim Chu Kang Lane 3A,103.70663,1.42936
34009,Police Coast Guard,103.70757,1.44483
34011,Opp Lim Chu Kang Lane 4,103.70782,1.43318
34019,Aft Lim Chu Kang Lane 4,103.70774,1.43253
34021,Opp Lim Chu Kang Lane 5,103.70805,1.43519
34029,Bef Lim Chu Kang Lane 5,103.70818,1.43497
34031,Aft Lim Chu Kang Lane 6,103.70796,1.43767
34039,Bef Lim Chu Kang Lane 6,103.70812,1.43659
34041,B03 Lim Chu Kang Rd,103.70791,1.43887
34049,Aft Lim Chu Kang Lane 8,103.70802,1.43837
34051,Aft Lim Chu Kang Lane 8,103.70775,1.44276
34059,Yishun Dairy Farm,103.70787,1.44234
34101,Aft Old Lim Chu Kang Rd,103.6979,1.38441
34109,Aft Lim Chu Kang Rd,103.69811,1.3843
40011,Little India Stn Exit A,103.84909,1.30606
40019,Little India Stn,103.8492,1.30664
40021,Bef Winstedt Rd,103.84279,1.31103
40029,Aft Makepeace Rd,103.84266,1.31142
40031,Newton FC,103.84098,1.31179
40039,Opp Newton FC,103.84073,1.3123
40041,Newton Stn Exit C,103.8381,1.31372
40049,Opp Newton Stn Exit C,103.83885,1.31402
40051,Balmoral Plaza,103.83632,1.31588
40059,Chancery Ct,103.83634,1.31662
40069,Anglo-Chinese Sch,103.83435,1.3183
40071,Leng Kwang Baptist Ch,103.82921,1.31918
40079,Bef Swiss Cottage Est,103.82991,1.31972
40081,Stevens Stn,103.82605,1.32013
40089,Opp Stevens Stn,103.82739,1.32051
40091,Bef Lewis Rd,103.82351,1.32102
40099,Aft Dunkirk Ave,103.82344,1.32185
40101,Kk Women & Children Hosp,103.84779,1.31036
40109,Opp KK Women & Child Hosp,103.84771,1.30949
40111,Ferrell Residences,103.83263,1.31806
40119,Bef Goldhill Ave,103.8325,1.3189
40121,Opp Newton Life Ch,103.84053,1.31458
40129,Newton Life Ch,103.84083,1.31454
40171,Opp Env Bldg,103.83582,1.31095
40179,Env Bldg,103.83687,1.31133
40181,Newton Stn Exit A,103.8383,1.31264
40189,Newton Stn Exit B,103.83816,1.31223
40191,Aft Draycott Pk,103.83043,1.31269
40199,Aft Balmoral Rd,103.83191,1.31258
40201,Chelsea Gdns Condo,103.82743,1.31359
40209,Novotel Mercure @ Stevens,103.82739,1.31389
40211,Opp Met YMCA,103.82586,1.31655
40219,Bef Met YMCA,103.82606,1.31704
40221,Opp Stevens Stn,103.82546,1.31903
40229,Aft Stevens Stn,103.82571,1.31924
40231,Raffles Town Club,103.82577,1.32231
40239,Aft Tanglin CC,103.82622,1.32259
40249,St. Joseph'S Instn,103.82735,1.32492
40251,Aft Wallace Way,103.82231,1.34054
40259,Bef Wallace Way,103.82256,1.34031
40261,LP 52,103.82707,1.3413
40269,LP 57,103.82661,1.34106
40271,Opp KK Women & Child Hosp,103.84635,1.30881
40279,Kk Women & Children Hosp,103.84604,1.30982
40301,Blk 451A,103.74287,1.35333
40309,Opp Blk 451A,103.74299,1.35368
40311,Blk 439C,103.73891,1.3573
40321,Dulwich College,103.73947,1.35174
40329,Millennia Institute,103.73962,1.35097
40331,Blk 460D,103.7403,1.3533
40339,Blk 448B,103.74088,1.35347
40341,Bef Blk 440A,103.7389,1.35462
40349,Blk 461,103.7394,1.35497
40351,Blk 461C,103.741,1.355
40359,Opp Blk 461C,103.74091,1.3554
40361,Blk 438A,103.74086,1.35715
40369,Blk 464A,103.7414,1.35763
40371,Opp Blk 465A,103.74305,1.35813
40379,Blk 467 Cp,103.74357,1.35754
41011,NUS Bt Timah Campus,103.81892,1.32236
41019,Aft Kheam Hock Rd,103.82025,1.32267
41021,Botanic Gdns Stn,103.81554,1.32265
41029,Opp Botanic Gdns Stn,103.81631,1.32333
41031,Bef Crown Ctr,103.81198,1.32307
41041,Coronation Plaza,103.8103,1.32398
41049,Opp Coronation Plaza,103.81026,1.3247
41051,Tan Kah Kee Stn,103.80715,1.32613
41061,Chinese High Sch,103.80572,1.32705
41069,Opp Tan Kah Kee Stn,103.80759,1.32653
41071,Opp Natl JC,103.80266,1.32899
41079,Natl JC,103.80305,1.3294
41081,Sixth Ave Stn,103.79727,1.33082
41089,Aft Jln Naga Sari,103.79993,1.33045
41101,St. Margaret's Sec Sch,103.80922,1.31908
41109,Opp St. Margaret's Sec Sch,103.81053,1.31945
41111,Lutheran Twrs,103.81185,1.32081
41119,Opp Lutheran Twrs,103.81245,1.32074
41121,S'Pore Bible Coll,103.81351,1.32554
41129,Opp S'Pore Bible Coll,103.814,1.32543
41131,Opp The Japanese Assn,103.81451,1.32974
41139,Aft The Japanese Assn,103.81486,1.32963
41141,Aft Adam Dr,103.81796,1.33489
41151,Aft Sime Rd,103.81932,1.338
41159,Aft Lornie Wk,103.81989,1.3387
41161,Aft Kheam Hock Rd,103.81874,1.33506
41169,Bef Kheam Hock Rd,103.82011,1.33508
42011,Sixth Ave Ctr,103.79503,1.33161
42019,Opp Sixth Ave Stn,103.79657,1.3317
42021,Aft Maple Ave,103.79237,1.33255
42029,Aft Swiss Club Rd,103.79206,1.33325
42031,The Tessarina,103.78998,1.33333
42039,Opp The Nexus,103.7878,1.33475
42041,The Nexus,103.78689,1.33443
42049,Hua Guan Gdns,103.78463,1.3358
42051,King Albert Pk Stn,103.78264,1.33598
42059,Opp King Albert Pk Stn,103.7818,1.3368
42061,King Albert Pk,103.78039,1.33688
42071,Pei Hwa Presby Pr Sch,103.77695,1.33876
42079,Opp Pei Hwa Presby Pr Sch,103.77699,1.33926
42089,Opp Bt Timah Plaza,103.77941,1.34007
42091,Beauty World Stn Exit B,103.77539,1.34279
42099,Beauty World Stn Exit A,103.77579,1.3416
42109,Opp Beauty World Ctr,103.77692,1.34325
42111,Woh Hup Bldg,103.77263,1.34585
42119,Southaven II,103.7733,1.34583
42129,Sixth Ave Ville,103.79516,1.33016
42131,Aft Lantana Ave,103.79422,1.32858
42139,Ave Villa,103.79444,1.32878
42141,Bef Dunearn Rd,103.77817,1.33609
42149,Aft Bt Timah Rd,103.77862,1.33607
42151,Beauty World Stn Exit C,103.77532,1.34009
42159,Opp Beauty World Stn,103.77531,1.34037
42161,Blk 18,103.77265,1.34028
42169,Opp Blk 19,103.77366,1.34039
42171,Signature Pk Condo,103.77026,1.34262
42179,Aft Chun Tin Rd,103.77101,1.34198
42181,Opp The Hillford,103.76943,1.34363
42189,The Hillford,103.7696,1.34379
42191,Bef Bt Batok East Ave 6,103.76696,1.34643
42199,Aft Bt Batok East Ave 6,103.76761,1.34608
42201,Bef Toh Tuck Rise,103.76383,1.33939
42209,Aft Toh Tuck Rise,103.76364,1.33915
42211,Highgate Pk,103.7656,1.33974
42219,Opp Highgate Pk,103.76535,1.3396
42221,Goodluck Gdn,103.76791,1.33957
42229,Aft Toh Tuck Terr,103.76827,1.33943
42231,Bef Jln Jurong Kechil,103.77061,1.34057
42239,Aft Jln Jurong Kechil,103.77016,1.34027
42241,Aft Eng Kong Pl,103.76708,1.33712
42249,Bef Eng Kong Pl,103.76697,1.33697
42259,Aft Upp Bt Timah Rd,103.77708,1.34106
42291,Opp Toh Tuck Cres,103.7643,1.3377
42299,Aft Toh Tuck Cres,103.76448,1.33737
42301,Opp Hse No. 19,103.76867,1.33875
42309,Hse No. 45,103.76891,1.33806
42311,Opp Burgundy Hill,103.76028,1.33866
42319,Burgundy Hill,103.76044,1.33915
42991,Bef Hillview Stn Exit B,103.76695,1.36164
43009,Bt Batok Int,103.75106,1.34999
43011,Bt Regency,103.77118,1.34742
43019,Springdale Condo,103.77108,1.3482
43021,Aft Old Jurong Rd,103.7698,1.35132
43029,Opp The Hillside,103.77001,1.35219
43041,Hume Pk Condo,103.76845,1.35583
43049,Opp Hume Pk Condo,103.76885,1.3557
43051,Opp The Rail Mall,103.76705,1.3591
43059,The Rail Mall,103.76744,1.35941
43061,Hillview Stn,103.76739,1.36301
43069,Hillview Stn Exit A,103.76769,1.36297
43071,Opp Dairy Farm Rd,103.76698,1.36511
43081,Opp Assumption Eng Sch,103.76573,1.36704
43089,Aft Assumption Eng Sch,103.76609,1.36706
43091,Bef Cashew Stn,103.76474,1.36863
43099,Assumption Pathway Sch,103.76499,1.36872
43109,Cashew Stn,103.76391,1.37044
43111,Min Of Defence,103.76298,1.3723
43119,Bef Hazel Pk Terr,103.76301,1.37338
43121,Aft Cashew Terr,103.76669,1.37119
43129,Cashew Pk Condo,103.7676,1.37163
43131,Bt Panjang Pr Sch,103.77006,1.37332
43139,Opp Bt Panjang Pr Sch,103.77029,1.37323
43141,Opp Blk 291A,103.75586,1.34422
43149,Blk 291A,103.7561,1.34399
43151,Opp Glendale Pk Condo,103.76489,1.36364
43159,Bef Glendale Pk Condo,103.76518,1.3644
43161,Blk 272,103.75766,1.34883
43169,Blk 254,103.75789,1.34931
43171,Blk 229,103.7546,1.3486
43179,Blk 231,103.7543,1.34897
43181,Keming Pr Sch,103.75682,1.34649
43189,Blk 283,103.75681,1.34695
43191,Blk 288C,103.75931,1.34638
43199,Ch Of St. Mary,103.7592,1.34663
43201,Opp Autobacs,103.76465,1.34694
43209,Autobacs,103.76384,1.34698
43211,Sbst Bt Batok Depot,103.75508,1.34087
43219,Opp Sbst Bt Batok Depot,103.75447,1.34137
43221,Blk 267,103.76067,1.34886
43229,Opp Blk 266,103.76096,1.34905
43231,Opp The Petals Condo,103.76006,1.35394
43239,The Petals Condo,103.76003,1.35309
43241,Opp Hillview Apts,103.76189,1.35584
43249,Hillview Apts,103.76205,1.35565
43251,Hillbrooks,103.7632,1.3586
43259,Opp Hillbrooks,103.76266,1.35757
43261,Opp Hillview Hts,103.76437,1.36146
43267,Hillview Hts,103.76453,1.36131
43268,Hillington Green Condo,103.76428,1.36037
43271,Glendale Pk Condo,103.76588,1.36223
43279,Aft Hillview Stn,103.76591,1.36204
43289,Hillview Hse,103.76144,1.35737
43291,Aft Jln Remaja,103.76138,1.35796
43301,Opp Hillbrooks,103.76206,1.359
43309,Hillbrooks,103.76199,1.35871
43311,Midview Bldg,103.75695,1.3398
43319,Opp Midview Bldg,103.75741,1.33972
43321,Opp Blk 144,103.74511,1.34991
43329,Blk 146,103.74484,1.34976
43331,Opp Bt Batok Presby Ch,103.74323,1.34894
43339,Blk 148,103.74378,1.34907
43341,Princess E Pr Sch,103.74139,1.34972
43349,Opp Princess E Pr Sch,103.74074,1.34989
43351,Blk 168,103.7411,1.34701
43359,Blk 169,103.74106,1.3469
43361,Blk 154A,103.74343,1.34691
43369,Blk 183,103.74358,1.34687
43371,Blk 109,103.7459,1.34682
43379,Blk 185,103.74519,1.34717
43381,Blk 102,103.74766,1.34697
43389,Opp Blk 102,103.74834,1.3476
43391,Bt Batok CC,103.7478,1.34989
43399,Opp Blk 120,103.74809,1.35067
43401,Bt Batok Polyclinic,103.74682,1.35226
43409,Opp Blk 127,103.74624,1.35236
43411,Opp Blk 628,103.7502,1.35177
43419,Aft Bt Batok Stn/Blk 628,103.74999,1.35156
43421,Blk 503,103.75362,1.35109
43429,Blk 240,103.75389,1.35109
43431,Opp Blk 242,103.75644,1.35138
43439,Blk 242,103.75623,1.35118
43441,Opp Blk 258,103.75897,1.35173
43449,Blk 258,103.75905,1.3515
43452,Aft Bt Batok West Ave 3,103.73858,1.34853
43453,Bef PIE,103.7385,1.3479
43459,Aft PIE,103.73807,1.34809
43461,Aft Bt Batok West Ave 5,103.74749,1.35505
43469,Bef Bt Batok West Ave 5,103.74731,1.35547
43471,Blk 306,103.74731,1.35797
43479,Opp Blk 305,103.74724,1.35765
43481,Blk 315,103.74638,1.35993
43489,Opp Blk 315,103.74635,1.35979
43491,Blk 331,103.74715,1.36395
43499,Blk 419,103.74687,1.3626
43501,Opp Blk 291E,103.75424,1.34376
43509,Blk 291E,103.75436,1.34359
43511,Bt Batok Swim Cplx,103.7485,1.34497
43519,Opp Bt Batok Swim Cplx,103.74836,1.34527
43521,Bt Batok Driving Ctr,103.75016,1.36756
43529,Opp Bt Batok Driving Ctr,103.75024,1.3677
43531,Blk 140,103.74378,1.35155
43539,Opp Blk 140,103.74337,1.35142
43541,Blk 510,103.75505,1.35283
43549,Regent Hts,103.75549,1.35254
43561,Opp Bt Gombak Stadium,103.75287,1.35745
43569,Bt Gombak Stadium,103.75311,1.35741
43571,Opp Bt Gombak Stn,103.7515,1.35921
43579,Bt Gombak Stn,103.75167,1.35912
43581,Blk 347,103.75138,1.36252
43589,Opp Blk 347,103.75153,1.36227
43591,Opp Bt View Sec Sch,103.75212,1.34476
43599,Bt View Sec Sch,103.7519,1.34513
43601,Opp Blk 532,103.74951,1.35664
43609,Blk 531,103.74992,1.35654
43611,Blk 290H,103.75829,1.34408
43619,Blk 289E,103.75861,1.34406
43621,Opp Parkview Apts,103.75908,1.34169
43629,Yusof Ishak Sec Sch,103.75916,1.34241
43631,Ppis Bt Batok,103.76858,1.34786
43639,Opp Ppis Bt Batok,103.76845,1.3481
43641,Opp HomeTeamNS,103.75026,1.3653
43649,HomeTeamNS,103.7506,1.36546
43659,St. Anthony's Pr Sch,103.74934,1.36377
43669,Blk 406,103.74615,1.36549
43671,Opp Dunearn Sec Sch,103.74346,1.3646
43679,Blk 402,103.74422,1.36507
43681,Bt Batok Hme for the Aged,103.74358,1.36179
43691,Blk 190,103.74606,1.3449
43699,Blk 298,103.74628,1.34475
43701,Blk 225,103.75202,1.34847
43709,Blk 644,103.75207,1.34869
43719,MINDEF CP,103.76123,1.36904
43721,Blk 319,103.76265,1.37076
43731,Opp Blk 217,103.75422,1.3463
43739,Blk 217,103.75455,1.34646
43741,Bt View Sec Sch,103.75186,1.3465
43749,Opp Bt View Sec Sch,103.75164,1.34661
43751,Opp Blk 443D,103.73666,1.3563
43759,Blk 443D,103.7369,1.35597
43761,Opp Dulwich Coll,103.73766,1.35079
43769,Dulwich Coll/Blk 445,103.73782,1.35151
43771,Opp Blk 433B,103.74136,1.36201
43779,Blk 433C,103.74177,1.36196
43781,Opp Blk 437A,103.7386,1.35886
43789,Blk 436A,103.7395,1.35916
43801,Ren Ci @ Bt Batok St 52,103.75173,1.35521
43809,Blk 514,103.75187,1.35437
43811,Bef Summerhill,103.76493,1.35839
43819,Hillview Green,103.76513,1.35816
43821,Opp Symphony Hts,103.76758,1.35675
43829,Symphony Hts,103.76737,1.35686
43831,Blk 334,103.74789,1.36513
43839,Opp Blk 336,103.74825,1.36527
43841,Blk 324,103.74752,1.36195
43891,Aft Dairy Farm Cres,103.76923,1.3637
43899,Bef Dairy Farm Cres,103.769,1.36354
43961,Aft Dairy Farm Hts,103.77299,1.36484
43969,Bef Dairy Farm Hts,103.77259,1.36463
43991,Opp Blk 635A,103.7565,1.38621
44009,Choa Chu Kang Int,103.74579,1.38587
44011,Opp The Linear,103.76257,1.37449
44019,The Linear,103.76253,1.37651
44021,Bt Panjang Stn Exit B,103.76172,1.37821
44029,Bt Panjang Stn Exit A/Lrt,103.7622,1.37863
44031,Aft Bt Panjang Stn,103.76232,1.37786
44041,Junction 10,103.76037,1.38095
44049,Opp Junction 10,103.76086,1.38104
44051,Opp Blk 632 CP,103.75802,1.38441
44059,Blk 632 CP,103.75818,1.3845
44061,Bef Yew Tee Flyover,103.75539,1.38792
44069,Aft KJE Slip Rd,103.75718,1.38592
44071,Blk 464,103.73622,1.37678
44079,Opp Blk 464,103.73635,1.37658
44081,Blk 296A,103.74073,1.3768
44089,Opp Blk 296A,103.74095,1.37648
44091,Bef Choa Chu Kang Mkt,103.74422,1.37647
44099,Opp Choa Chu Kang Mkt,103.74463,1.37632
44101,Aft Hong San Terr,103.74683,1.37716
44109,Opp Hong San Terr,103.74762,1.37718
44111,Opp Blk 203,103.74975,1.38094
44119,Blk 204,103.74931,1.38048
44121,Blk 113,103.75094,1.3777
44129,Opp Blk 113,103.75093,1.37742
44131,Blk 26,103.75532,1.3771
44139,Opp Blk 26,103.75537,1.37681
44141,Phoenix Stn,103.75774,1.37836
44149,Opp Phoenix Stn,103.75777,1.37798
44151,Opp Bt Batok Fire Stn,103.75223,1.37392
44159,Bt Batok Fire Stn,103.75259,1.37401
44161,Aft Bt Batok West Ave 5,103.74995,1.37071
44169,Bef Bt Batok West Ave 5,103.75017,1.37047
44171,Bef Bt Batok West Ave 5,103.74705,1.36801
44179,Aft Bt Batok West Ave 5,103.74736,1.36783
44181,Blk 802B,103.74273,1.37451
44189,Blk 803,103.74272,1.37436
44191,Opp Blk 171,103.76703,1.37879
44199,Blk 171,103.76672,1.37888
44201,Aft Petir Stn,103.76727,1.37732
44209,Opp Petir Stn,103.76698,1.3772
44211,Blk 127,103.76922,1.3761
44219,Bet Blks 139/140,103.76935,1.37578
44221,Opp Pending Stn,103.77099,1.3763
44229,Bef Pending Stn,103.77146,1.37656
44231,Zhenghua Pr Sch,103.76933,1.37917
44239,Opp Zhenghua Pr Sch,103.76983,1.37846
44241,Opp Lompang Rd,103.76586,1.38117
44249,Blk 174,103.76649,1.3805
44251,Bt Panjang Stn/Blk 604,103.76232,1.3803
44259,Blk 183,103.76297,1.3803
44261,Blk 270,103.77428,1.37608
44269,Blk 223,103.77423,1.37578
44271,Bet Blks 13/14,103.75615,1.37867
44279,Blk 157,103.75635,1.37911
44281,Blk 8,103.75423,1.38105
44289,Blk 6,103.7538,1.3814
44291,Opp Cck Polyclinic,103.7514,1.38152
