ID,Name,Longitude,Latitude
52319,Blk 25,103.85713,1.33412
52321,Toa Payoh Stadium,103.85271,1.33126
52329,Opp Toa Payoh Stadium,103.85269,1.33147
52331,Blk 27,103.85581,1.33246
52339,Opp Blk 26,103.85586,1.33287
52341,Pei Chun Public Sch,103.85562,1.33626
52349,United Medicare Ctr,103.85544,1.33619
52351,Blk 2,103.85328,1.33837
52359,Blk 52,103.85269,1.33863
52361,Blk 1,103.85298,1.33974
52369,Blk 237,103.85273,1.34002
52371,First Toa Payoh Pr Sch,103.85652,1.33993
52381,Braddell Tech Bldg,103.85831,1.33989
52389,Blk 227,103.85808,1.33973
52391,Opp Blk 231,103.85988,1.33765
52399,Blk 231,103.85973,1.33696
52401,Blk 102,103.85083,1.3283
52409,Opp Blk 102,103.85105,1.32802
52411,Blk 105,103.85381,1.3283
52419,Curtin S'pore,103.85392,1.32803
52429,Blk 17A,103.85713,1.33631
52439,Opp Blk 5,103.85541,1.33825
52441,Blk 202,103.84976,1.34083
52449,Toa Payoh Police Ctr,103.85,1.34045
52451,Blk 114,103.85732,1.32532
52479,Opp EASB,103.84579,1.3275
52481,Toa Payoh Polyclinic,103.85859,1.33525
52489,Opp Toa Payoh Polyclinic,103.85871,1.33536
52499,St. Michael's Ter,103.85537,1.32604
52501,Toa Payoh Swim Cplx,103.85012,1.3309
52509,Opp Toa Payoh Swim Cplx,103.85018,1.33116
52529,Bef Blk 221,103.85733,1.34133
52539,Blk 210 Mkt/FC,103.85386,1.33992
52551,Caldecott Stn Exit 4,103.83985,1.33634
52559,Caldecott Stn Exit 1,103.83967,1.33648
53009,Bishan Int,103.84988,1.35046
53011,St. Theresa's Hme,103.83826,1.34555
53019,Opp St. Theresa's Hme,103.83872,1.346
53021,Opp Shunfu Est,103.83652,1.34968
53029,Shunfu Est,103.83729,1.34939
53039,Thomson CC,103.83591,1.35145
53041,Bef Thomson Ridge,103.83436,1.35308
53049,Bef Jln Todak,103.83422,1.35363
53051,Upp Thomson Stn Exit 5,103.8316,1.355
53059,Upp Thomson Stn Exit 2,103.83122,1.35547
53061,Bef Windsor Pk Rd,103.82884,1.35716
53069,Aft Windsor Pk Rd,103.82894,1.35777
53071,Opp Flame Tree Pk,103.82834,1.36063
53079,Flame Tree Pk,103.82864,1.36083
53081,Opp Faber Gdn,103.82783,1.36319
53089,Faber Gdn,103.8282,1.36398
53091,Bef Ang Mo Kio Ave 1,103.82792,1.36482
53099,Aft Ang Mo Kio Ave 1,103.82843,1.36661
53111,Bef Marymount Lane,103.8389,1.3455
53119,Aft Bishan St 21,103.83945,1.34706
53121,Marymount Stn,103.83947,1.35017
53129,Opp Marymount Stn,103.83978,1.34968
53131,Blk 319,103.84031,1.35316
53139,Marymount View,103.84044,1.35256
53141,Opp Whitley Sec Sch,103.84133,1.35567
53149,Whitley Sec Sch,103.84161,1.35548
53151,Opp Blk 263A CP,103.84111,1.358
53159,Blk 260,103.84127,1.35861
53161,Opp Blk 254,103.84206,1.36221
53169,Blk 254,103.84251,1.36217
53171,Blk 23,103.83631,1.35466
53179,Sin Ming Plaza,103.83584,1.35304
53181,Amtech Bldg,103.83781,1.35607
53189,Blk 25,103.83681,1.35496
53191,Blk 7 Ind Est,103.83909,1.35838
53199,Blk 22A CP,103.83899,1.35755
53201,Opp Nea Reg Off,103.8385,1.36129
53209,Aft Nea Reg Off,103.83853,1.361
53211,Opp Raffles Instn,103.84713,1.34707
53219,Raffles Instn,103.84658,1.34606
53221,Blk 115,103.84845,1.34817
53229,Blk 501,103.84927,1.34822
53231,Bishan Stn,103.84798,1.3509
53239,Opp Bishan Stn,103.84766,1.351
53241,Opp Blk 217,103.84996,1.35616
53249,Blk 210,103.84912,1.35538
53251,Blk 125,103.852,1.34679
53259,Opp Blk 125,103.852,1.34712
53261,Opp Bishan Stadium,103.85179,1.35286
53269,Bishan Stadium,103.85112,1.35336
53271,Opp Kuo Chuan Presby Sch,103.85392,1.34935
53279,Kuo Chuan Presby Sch,103.85391,1.3497
53281,Blk 169,103.85432,1.34666
53289,Zion Bible Presby Ch,103.85458,1.34721
53291,Shunfu Mart,103.83711,1.35231
53299,Blk 314,103.83795,1.35174
53301,Raffles Instn,103.84592,1.34861
53309,Opp Raffles Instn,103.84527,1.34849
53311,Opp Bosch,103.84162,1.34685
53319,Bosch,103.84125,1.34723
53321,Opp Eunoia JC,103.84029,1.36135
53329,Eunoia JC,103.8405,1.36154
53331,Bef Bright Hill Tp,103.83701,1.36285
53339,Opp Bright Hill Tp,103.83678,1.36313
53341,Bright Hill Stn Exit 2,103.83394,1.36356
53349,Bright Hill Stn Exit 1,103.83379,1.36374
53351,Ai Tong Sch,103.83212,1.36081
53359,Opp Ai Tong Sch,103.83196,1.36126
53361,Blk 454,103.83032,1.3593
53369,Opp Blk 454,103.83015,1.35947
53371,Blk 257,103.8438,1.35994
53379,Blk 245,103.84386,1.36019
53381,Bishan Nth Shop Mall,103.84496,1.3583
53389,Opp Bishan Nth Shop Mall,103.84517,1.35804
53391,Opp Blk 203,103.84696,1.35444
53399,Blk 202,103.84702,1.35464
53401,Guangyang Sec Sch,103.85049,1.34542
53409,Blk 131,103.85127,1.34535
53419,Opp Guangyang Pr Sch,103.84981,1.3464
53421,Blk 151A Mkt,103.85538,1.34566
54009,Ang Mo Kio Int,103.84857,1.36969
54011,Blk 207,103.84341,1.36567
54019,Blk 307A,103.84418,1.36619
54031,Opp Al-Muttaqin Mque,103.84534,1.37009
54039,Bef Al-Muttaqin Mque,103.84564,1.37092
54041,Opp Courts Ang Mo Kio,103.84498,1.37356
54049,Courts Ang Mo Kio,103.84533,1.3735
54051,Bef Ang Mo Kio Ave 5,103.84496,1.37656
54059,Bef Ang Mo Kio Lib,103.84498,1.37628
54061,Blk 244,103.83404,1.36729
54069,Opp Blk 244,103.83406,1.36692
54071,Blk 310C,103.84491,1.36434
54079,Opp Blk 315,103.84586,1.3639
54081,Teck Ghee Ct,103.84787,1.36359
54089,Opp Ang Mo Kio Swim Cplx,103.84849,1.36297
54091,Blk 331,103.85093,1.36168
54099,Opp Blk 333,103.85105,1.36119
54101,Aft Ang Mo Kio Ave 10,103.85466,1.35732
54109,Bef Ang Mo Kio Ave 10,103.85434,1.35708
54161,Opp Blk 255,103.83483,1.37108
54169,Blk 255,103.83477,1.3709
54181,Mayflower Stn Exit 6,103.83653,1.37053
54189,Mayflower Stn Exit 5,103.83679,1.37047
54191,Mayflower Stn Exit 2,103.83756,1.37447
54199,Bef Mayflower Stn Exit 3,103.83767,1.3743
54201,Opp Blk 155,103.83928,1.37608
54209,Bet Blks 152/155,103.83952,1.37638
54211,Mayflower Sec Sch,103.83635,1.36861
54219,Opp Mayflower Sec Sch,103.83679,1.36881
54221,Opp Ang Mo Kio Pr Sch,103.83959,1.36996
54229,Ang Mo Kio Pr Sch,103.83993,1.36961
54231,Blk 129,103.84194,1.36966
54239,Blk 209,103.84332,1.36919
54241,Blk 700B,103.84618,1.36914
54247,Blk 322,103.84719,1.36874
54248,Blk 324,103.84661,1.36875
54251,Aft Grandeur 8,103.84617,1.37689
54259,Opp Grandeur 8,103.84628,1.37721
54261,Aft Ang Mo Kio Stn Exit A,103.85075,1.36947
54269,Opp Ang Mo Kio Stn,103.85112,1.36921
54271,Blk 586,103.85357,1.36996
54279,Blk 427,103.85405,1.36969
54281,Blk 570,103.85601,1.36949
54289,Blk 452,103.85599,1.36915
54291,Blk 564,103.85886,1.36919
54299,Opp Blk 565,103.85833,1.3689
54301,Blk 5022,103.86285,1.3702
54309,Opp Blk 5022,103.86307,1.36989
54311,Blk 332,103.85258,1.36144
54319,Opp Christ The King Ch,103.85305,1.36206
54321,Blk 354,103.85238,1.36398
54329,Blk 420,103.85248,1.3645
54331,Blk 346,103.85057,1.36719
54339,Blk 422,103.85058,1.36784
54341,Opp Blk 504,103.84782,1.37462
54349,Blk 504,103.84811,1.37477
54351,Nanyang Poly,103.85003,1.37648
54359,Blk 502,103.84999,1.37615
54369,Opp Blk 4025,103.85588,1.35875
54371,Blk 409A,103.85568,1.36238
54379,Blk 475,103.85595,1.36289
54381,Blk 443,103.85609,1.36574
54389,Blk 465,103.85661,1.36639
54391,Aft Ang Mo Kio Int,103.84829,1.37162
54399,Bef Ang Mo Kio Stn Exit B,103.84866,1.37137
54401,Blk 522,103.85164,1.37295
54409,Opp Blk 522,103.85214,1.37271
54411,Blk 527,103.85423,1.37235
54419,Opp Blk 527,103.85489,1.37206
54429,Blk 561,103.85818,1.37034
54439,Blk 549,103.85715,1.37328
54441,Blk 507,103.85077,1.37418
54449,Opp Blk 507,103.85089,1.37461
54451,Blk 643,103.8406,1.37724
54459,Blk 151,103.8412,1.37693
54461,Blk 649,103.8434,1.37748
54469,Opp Blk 649,103.8435,1.3772
54471,Opp Blk 538,103.8533,1.37613
54479,Blk 538,103.8532,1.37579
54481,Ite Coll Ctrl,103.85577,1.37599
54489,Opp Ite Coll Ctrl,103.8558,1.37566
54491,Aft CTE,103.8601,1.37717
54499,Bef CTE,103.86055,1.37701
54501,Opp AMK Ind Pk 2,103.86266,1.37787
54509,Aft Blk 5000,103.86257,1.37759
54511,Blk 5028,103.86345,1.37168
54519,Opp Blk 5023,103.86374,1.37122
54521,Blk 5046,103.86289,1.37343
54529,Opp Blk 5043,103.86304,1.37336
54531,Opp Bishan Pk,103.85133,1.3584
54539,Bishan Pk,103.85105,1.35857
54571,Blk 532,103.85492,1.37425
54579,Blk 540,103.85483,1.37488
54581,Blk 574,103.85666,1.37106
54589,Blk 555,103.85672,1.37173
54591,Opp Blk 5060,103.86177,1.37531
54599,Blk 5056,103.8618,1.37489
54601,Townsville Pr Sch,103.85515,1.35942
54609,Opp Townsville Pr Sch,103.85529,1.35936
54611,Blk 220,103.84057,1.36489
54619,Opp Blk 220,103.8405,1.36467
54621,Blk 223,103.83773,1.36595
54629,Opp Blk 223,103.83802,1.36559
54631,Bef Ang Mo Kio Ind Pk 2A,103.86698,1.37702
54641,Sing Ind Cplx,103.86461,1.37574
54651,Opp Techplace 2,103.86552,1.37854
54659,Techplace 2,103.86686,1.37834
55009,Ang Mo Kio Depot,103.84758,1.3859
55011,Bef Lentor Stn Exit 5,103.8357,1.38226
55019,Aft Lentor Stn Exit 4,103.83605,1.38221
55021,Opp Seasons Pk,103.83873,1.3857
55029,Seasons Pk,103.83917,1.38565
55031,Opp NCS Hub,103.8436,1.38945
55039,NCS Hub,103.84383,1.38916
55041,Opp Ue Bizhub Ctrl,103.84603,1.39122
55049,Ue Bizhub Ctrl,103.84659,1.39111
55051,Opp ST Electronics,103.84896,1.3924
55059,ST Electronics,103.8491,1.39208
55071,Bef Econ Medicare Ctr,103.85262,1.39246
55079,Aft Econ Medicare Ctr,103.85337,1.39195
55081,Opp Sunrise Gdns,103.85597,1.39177
55089,Aft Sunrise Gdns,103.8563,1.39129
55101,Opp Serenity Pk,103.85968,1.39094
55109,Serenity Pk,103.85993,1.39049
55111,Blk 180,103.83777,1.37696
55119,Blk 617,103.83785,1.37729
55121,Opp Blk 604,103.8352,1.37943
55129,Blk 604,103.8355,1.37955
55131,Blk 612,103.83966,1.37986
55139,Blk 641,103.84007,1.37894
55141,Opp Blk 622,103.83902,1.38151
55149,Blk 622,103.83927,1.38148
55151,Ang Mo Kio Comm Hosp,103.84033,1.38339
55159,Opp Ang Mo Kio Comm Hosp,103.84065,1.38336
55169,Opp Yio Chu Kang Cc,103.841,1.38124
55171,Castle Green,103.84291,1.38578
55179,Opp Castle Green,103.84317,1.38599
55181,Opp Yio Chu Kang Stn,103.84389,1.38143
55189,Yio Chu Kang Stn,103.84423,1.38296
55199,Blk 645,103.84266,1.37952
55201,Aft Blk 648,103.84438,1.37859
55209,Opp Blk 646,103.84468,1.37863
55211,Aft Ang Mo Kio Fire Stn,103.84557,1.38604
55219,Bef Ang Mo Kio Ave 9,103.84593,1.38561
55221,Opp SMRT Buses AMK Depot,103.84621,1.38779
55229,SMRT Buses AMK Depot,103.84592,1.38851
55231,Opp Sbst Ang Mo Kio Depot,103.84832,1.38576
55239,Sbst Ang Mo Kio Depot,103.84804,1.387
55241,Aft Yio Chu Kang Rd,103.84071,1.38933
55249,Bef Yio Chu Kang Rd,103.84105,1.38937
55251,Countryside Est,103.83886,1.39094
55259,Opp Countryside Est,103.83886,1.39129
55261,Bullion Pk Condo,103.8365,1.39242
55269,Opp Bullion Pk Condo,103.83705,1.39253
55281,Aft SLE,103.82881,1.39814
55289,LP 94,103.82904,1.39844
55301,AMK Police Div HQ,103.84446,1.38425
55309,Opp AMK Police Div HQ,103.84445,1.38408
55311,Opp Yio Chu Kang Stadium,103.84684,1.3843
55319,Yio Chu Kang Stadium,103.84678,1.38409
55321,Opp Nanyang Poly,103.84723,1.37836
55329,Nanyang Poly,103.84723,1.37902
55331,Aft Lentor Gr,103.83714,1.38692
55339,Aft Florissa Pk,103.83712,1.38708
55341,Lentor Stn Exit 3,103.83668,1.38498
55349,Lentor Stn Exit 5,103.83649,1.38479
55351,Opp Fudu Wk P/G,103.83696,1.38974
55361,Countryside Gdn P/G,103.83861,1.38984
55371,Aft Lentor St,103.8344,1.38861
55381,Bef Bullion Pk,103.83625,1.3899
55509,Yio Chu Kang Int,103.84556,1.38113
56011,Bef adana at thomson,103.82832,1.36865
56019,Bef Ang Mo Kio Ave 1,103.82862,1.36949
56021,Opp Sembawang Hills FC,103.82843,1.37267
56029,Bef Sembawang Hills Fc,103.8287,1.3736
56031,Bef Yio Chu Kang Rd,103.82823,1.37696
56039,Aft Yio Chu Kang Rd,103.82848,1.37673
56041,Opp Meadows @ Peirce,103.82758,1.37916
56049,Meadows @ Peirce,103.82769,1.37946
56051,Opp Tagore Rd,103.82576,1.38249
56059,Bef Tagore Rd,103.82605,1.38269
56061,Aft Tagore Dr,103.82284,1.3852
56069,Bef Tagore Dr,103.82321,1.3853
56071,Bef Old Upp Thomson Rd,103.81965,1.38718
56079,Aft Old Upp Thomson Rd,103.8196,1.38757
56081,Bef SLE,103.81821,1.3917
56089,Aft SLE,103.81861,1.39205
56091,Springleaf Stn Exit 3,103.81846,1.3962
56099,Springleaf Stn Exit 2,103.81883,1.39607
56191,Teachers' Housing Est,103.82944,1.3788
56199,Aft Thomson Hills Dr,103.83004,1.37892
56201,Aft Munshi Abdullah Ave,103.83225,1.38059
56209,Bef Thomson Hills Dr,103.8324,1.38032
56241,St. Nicholas Girls',103.83321,1.37199
56249,Opp St. Nicholas Girls',103.83301,1.37296
56251,Opp Horizon Gdns,103.83442,1.37637
56259,Horizon Gdns,103.83484,1.37684
56261,Aft Ang Mo Kio Ave 2,103.83172,1.36786
56269,BEF Ang mo kio avenue 2,103.83233,1.36742
56289,Bef Shangri-La Wk,103.83233,1.37023
57011,Opp Springleaf Nature Pk,103.81717,1.40016
57019,Springleaf Nature Pk,103.81734,1.40056
57021,Forest Hills Condo,103.81834,1.40414
57029,Aft The Springside,103.81862,1.40396
57031,Nee Soon Driclad Ctr,103.82012,1.40705
57039,Spiritual Grace Presby Ch,103.81999,1.40612
57041,Nee Soon HQ 22 SIB,103.82192,1.41069
57049,Opp Nee Soon HQ 22 SIB,103.82234,1.41082
57051,Aft Sembawang Air Base,103.82339,1.41521
57059,Opp Sembawang Air Base,103.82357,1.41473
57061,Dieppe Barracks,103.82455,1.41991
57069,Opp Dieppe Barracks,103.82461,1.41897
57071,Opp Khatib Camp,103.82552,1.42496
57079,Khatib Camp,103.82567,1.42444
57081,Opp Blk 713,103.82655,1.42754
57089,Blk 713,103.82686,1.42741
57111,Opp Blk 101,103.82655,1.43124
57119,Blk 101,103.82689,1.4313
57121,Opp Blk 115B,103.82631,1.43345
57129,Blk 114,103.82641,1.43419
57131,Opp Jln Kemuning,103.8253,1.43808
57139,Aft Jln Kemuning,103.8256,1.43796
57141,Bef Upp Thomson Rd,103.81696,1.40248
57149,Aft Upp Thomson Rd,103.8169,1.40237
58009,Sembawang Int,103.81941,1.44748
58011,Opp Sembawang Shop Ctr,103.82419,1.44136
58019,Aft Sembawang Shop Ctr,103.82472,1.44085
58021,Opp The Nautical,103.82368,1.44324
58029,The Nautical,103.82399,1.44316
58031,Opp Canberra Dr,103.82505,1.44629
58039,Bef Canberra Dr,103.8258,1.44674
58041,Blk 590C,103.82686,1.44939
58049,Opp Blk 590C,103.82704,1.4492
58051,Blk 592C,103.82843,1.45088
58059,Opp Blk 592C,103.82866,1.45079
58061,Aft Durban Rd,103.83111,1.45296
58069,Opp Durban Rd,103.83118,1.45271
58071,Bef Jln Basong,103.83389,1.45528
58079,Aft Jln Basong,103.83381,1.455
58081,Opp Jln Janggus,103.83595,1.45825
58089,Aft Andrews Ave,103.83654,1.45873
58091,Sembawang Pk,103.83792,1.46211
58099,Opp Sembawang Pk,103.83739,1.4603
58101,Blk 311,103.82282,1.44667
58109,Opp Blk 311,103.82309,1.44668
58111,Blk 351 CP,103.82075,1.45096
58119,Blk 502A,103.82102,1.451
58121,Blk 424A CP,103.81929,1.45329
58129,Blk 508 CP,103.81988,1.45284
58131,Aft Assyafaah Mque,103.82046,1.45625
58139,Bef Assyafaah Mque,103.82075,1.45638
58141,Sembawang Camp,103.81653,1.46337
58149,Opp Sembawang Shipyard G 8,103.81789,1.4619
58151,Bef Sembawang Stn,103.82201,1.44836
58159,Aft Admiral Hill,103.82236,1.44822
58161,Bef Sembawang Shipyard G 3,103.82037,1.46053
58169,Aft HomeTeamNS Sembawang Resort,103.82092,1.45979
58171,Sembawang Corp Industries,103.8238,1.45891
58179,Opp Sembawang Corp Industries,103.82351,1.45856
58181,Police Drv Circuit,103.82626,1.45964
58189,Opp Police Drv Circuit,103.82601,1.45915
58191,Aft Wellington Rd,103.82876,1.45875
58199,Opp Auckland Rd West,103.82788,1.45905
58201,Aft Queen'S Ave,103.83099,1.45531
58209,Aft Pakistan Rd,103.83063,1.45524
58211,Sembawang Stn,103.81979,1.44926
58219,Opp Sembawang Stn,103.81993,1.44953
58221,Blk 339 CP,103.81707,1.44859
58229,Blk 358A CP,103.81681,1.44875
58241,Sembawang Int/Opp Blk 315,103.82018,1.44722
58249,Blk 309,103.82119,1.44712
58251,Sun Plaza/Sembawang Stn,103.81895,1.44803
58259,Opp Sun Plaza,103.81895,1.44777
58261,Visionaire,103.82726,1.4471
58269,Opp Visionaire,103.82762,1.44702
58271,Blk 335,103.81471,1.44703
58279,Opp Blk 336A CP,103.81457,1.44658
58281,Sembawang Sec Sch,103.81627,1.44501
58289,Opp Sembawang Sec Sch,103.81627,1.44486
58291,Blk 317,103.81994,1.44579
58299,Blk 328,103.81968,1.44583
58301,3M Bldg,103.81055,1.44486
58309,Opp 3M Bldg,103.81037,1.44466
58311,Blk 354 CP,103.8181,1.4502
58319,Blk 357C,103.81802,1.44977
58321,Bet Blks 357/359,103.81615,1.45021
58329,Blk 474,103.81656,1.4505
58331,Blk 589D,103.82398,1.44974
58339,Opp Blk 589D,103.82431,1.44936
58341,Blk 405,103.81688,1.45268
58349,Blk 478,103.81642,1.45273
58351,Blk 483,103.81491,1.45594
58359,Opp Blk 484A CP,103.81465,1.45619
58361,Nth Link Bldg,103.81271,1.46119
58369,Bef Acacia Hme,103.81206,1.46077
58371,Bet Blks 325/326,103.81909,1.44449
58379,Opp Blk 325,103.81901,1.44429
58381,Blk 469B,103.81338,1.44797
58389,Opp Blk 469B,103.81357,1.44774
58391,Blk 303,103.82241,1.44426
58399,Opp Blk 303,103.82256,1.444
58401,Opp Blk 491,103.818,1.45576
58409,Blk 491,103.8181,1.45611
58411,Blk 404A CP,103.81658,1.45461
58419,Blk 482A CP,103.81584,1.45464
58421,Blk 353,103.81903,1.45131
58429,Bet Blks 415/416,103.81893,1.45152
58439,Opp Blk 567B,103.78834,1.42858
58449,S'pore Sports Sch,103.78907,1.42709
58451,Aft Heavy Veh Pk,103.81537,1.46003
58459,Bef Heavy Veh Pk,103.81514,1.45994
58461,Innova Pr Sch,103.79045,1.42966
58479,Aft Innova Pr Sch,103.78977,1.42834
58481,Opp Wellington Pr Sch,103.82268,1.45306
58489,Wellington Pr Sch,103.82251,1.45286
58491,Opp Blk 507A,103.82431,1.45272
58499,Blk 506A,103.82429,1.45206
58501,Blk 592A,103.82708,1.45072
58509,Blk 590A,103.82696,1.4506
58511,Blk 104C,103.8315,1.44964
58519,Opp Blk 104B,103.83106,1.44973
58521,Blk 106A,103.8326,1.44819
58529,Blk 108 CP,103.83246,1.44802
58531,Blk 129A,103.8323,1.44544
58539,Blk 120A,103.83231,1.44577
58541,Opp Canberra Stn,103.83035,1.44284
58549,Canberra Stn,103.83014,1.44258
58571,Gambas Ave,103.81687,1.44181
58579,Gambas Ave,103.81703,1.44153
58581,Bef Gambas Cres,103.81312,1.44388
58589,Opp Gambas Cres,103.81317,1.44353
58601,Blk 108A,103.83113,1.44814
58609,Blk 109A,103.8304,1.44796
58611,Blk 115C,103.82993,1.44653
58619,Opp Blk 115C,103.83015,1.44637
58621,Blk 126 Cp,103.83403,1.44595
58991,Blk 767,103.83501,1.42458
59008,Yishun Int,103.83611,1.42854
59009,Yishun Int,103.8361,1.4284
59011,Bef Sg Seletar Bridge,103.82738,1.40205
59019,Aft Sg Seletar Bridge,103.82763,1.40218
59021,Bef Yishun Ave 1,103.82908,1.40923
59029,Aft Yishun Ave 1,103.82925,1.40886
59031,Opp Yishun Sports Hall,103.83084,1.41278
59039,Yishun Sports Hall,103.83156,1.41343
59041,Bef Khatib Stn,103.83259,1.41625
59049,Opp Khatib Stn,103.8334,1.41701
59051,Blk 790,103.8343,1.41968
59059,Blk 608,103.83498,1.42055
59061,Blk 763,103.83496,1.42556
59069,Opp Blk 757,103.83537,1.42657
59072,Yishun Stn Exit E,103.83549,1.42938
59073,Opp Yishun Stn,103.83547,1.42868
59079,Yishun Stn,103.83516,1.42927
59081,Blk 774,103.83165,1.42371
59089,Opp Blk 774,103.83156,1.42398
59091,Blk 154,103.83511,1.43165
59099,Blk 220,103.83523,1.43273
59101,Yishun Pr Sch,103.83303,1.4342
59109,Opp Yishun Pr Sch,103.83323,1.4344
59111,Blk 701,103.82888,1.43016
59119,Opp Blk 701A,103.82795,1.43037
59121,Blk 121,103.83,1.43454
59129,Opp Blk 121,103.83027,1.4349
59131,Blk 137,103.82969,1.43193
59139,Aft Chong Pang CC,103.82956,1.43141
59141,Blk 741,103.83276,1.43034
59149,Blk 145,103.83218,1.43062
59159,Opp Yishun Stn Exit B,103.83467,1.43055
59161,Opp Blk 201,103.83793,1.43015
59169,Bet Blks 201/202,103.83769,1.43046
59171,Blk 309,103.8402,1.43227
59179,Blk 241,103.83988,1.43221
59181,Opp Blk 245,103.84219,1.43417
59189,Blk 245,103.84204,1.43425
59191,Opp Northland Sec Sch,103.84212,1.43649
59199,Blk 250,103.84225,1.4361
59201,Opp Chongfu Pr Sch,103.84035,1.43872
59209,Blk 272,103.84021,1.43857
59211,Blk 289,103.83817,1.44037
59219,Opp Blk 288,103.83758,1.44046
59221,Opp Yishun Ind Pk A,103.83503,1.43902
59229,Yishun Ind Pk A,103.83416,1.43902
59231,Blk 227,103.83681,1.43538
59239,Blk 291,103.83684,1.43561
59241,Blk 236,103.83923,1.43427
59249,Blk 257,103.83944,1.43436
59251,Opp Darul Makmur Mque,103.83368,1.43669
59259,Darul Makmur Mque,103.8338,1.43717
59261,Blk 174,103.83159,1.43756
59269,Opp Blk 174,103.83125,1.43775
59271,Blk 118,103.82855,1.43628
59279,Opp Ahmad Ibrahim Sec Sch,103.8288,1.4367
59281,Blk 654,103.8407,1.42281
59289,Blk 676 CP,103.84139,1.42167
59291,Blk 666,103.84072,1.41893
59299,Blk 671 CP,103.84102,1.4191
59301,Blk 731,103.83055,1.42857
59309,Jiemin Pr Sch,103.83063,1.42826
59311,Blk 760,103.83219,1.42605
59319,Blk 729,103.83201,1.42617
59321,Blk 794,103.8318,1.42005
59329,Naval Base Sec Sch,103.8318,1.41968
59331,Blk 773,103.83277,1.42297
59339,Blk 776,103.83378,1.42274
59341,Khoo Teck Puat Hosp,103.83864,1.42367
59349,Opp Khoo Teck Puat Hosp,103.83882,1.42345
59351,Opp Blk 322,103.84023,1.42878
59359,Blk 322,103.84072,1.42844
59369,Blk 647,103.83684,1.42214
59379,Opp Chung Cheng High Sch,103.83824,1.41947
59381,Blk 314,103.84196,1.43181
59389,Opp Blk 314,103.84208,1.43202
59391,Blk 342B,103.84523,1.43021
59399,Opp Blk 367,103.84552,1.43027
59401,Blk 358,103.84615,1.42705
59409,Evangel Family Ch,103.84641,1.42664
59411,Blk 356,103.84573,1.42521
59419,Blk 413,103.84598,1.42526
59421,Blk 624,103.83513,1.41763
59429,Blk 846,103.83505,1.41743
59431,Blk 630,103.83768,1.41781
59439,Blk 858,103.83837,1.41783
59441,Naval Base Pr Sch,103.83948,1.41588
59449,Opp Naval Base Pr Sch,103.83954,1.41553
59451,Bet Blks 349/350,103.84361,1.4257
59459,Opp Huamin Pr Sch,103.8426,1.42637
59461,Opp Blk 419,103.84696,1.42336
59469,Blk 419,103.84748,1.42358
59471,Blk 430B,103.84902,1.42112
59479,Opp Blk 430B,103.84865,1.42035
59481,Blk 873,103.83648,1.41542
59499,Orchid Pk Condo,103.8346,1.41325
59501,Blk 871,103.83811,1.41289
59509,Opp Blk 871,103.83794,1.41252
59511,Yishun Sec Sch,103.82895,1.42717
59521,Yishun Emerald,103.83171,1.44004
59529,Opp Yishun Emerald,103.83181,1.44035
59541,Sree Maha Mariamman Tp,103.83018,1.42363
59549,Opp Sree Maha Mariamman Tp,103.83053,1.42314
59551,Blk 722,103.82822,1.42539
59559,Opp Blk 722,103.82821,1.42512
59561,Opp Khatib Stn Exit D,103.83293,1.4187
59569,Khatib Stn Exit D,103.83294,1.41849
59571,Opp Northbrooks Sec Sch,103.84373,1.42073
59579,Blk 456,103.84395,1.42029
59581,Blk 432C,103.84619,1.41903
59589,Blk 505C,103.84477,1.41966
59591,Bet Blks 405/406,103.84948,1.42654
59599,Opp Blk 406,103.84968,1.42641
59601,Blk 391,103.84938,1.42984
59609,Opp Blk 391,103.84956,1.429
59611,Opp Yishun Community Hosp,103.83667,1.42363
59619,Yishun Community Hosp,103.83687,1.42335
59621,Bet Blks 318A/318B,103.84411,1.43416
59629,Opposite Blk 317A,103.8439,1.43463
59631,Opp Blk 445,103.84397,1.42334
59639,Bet Blks 445/449,103.84412,1.42318
59641,Bet Blks 333C/333D,103.84572,1.43152
59649,Opp Blk 333C,103.84571,1.43139
59651,Blk 348B,103.84169,1.42712
59661,Blk 932,103.83763,1.42631
59669,Opp Blk 932,103.83784,1.42624
59701,Opp SAFRA Yishun,103.8402,1.42548
59709,Bef SAFRA Yishun,103.84064,1.42599
59711,Blk 672C,103.84271,1.4182
59719,Opp Blk 672C,103.842,1.41757
59721,Blk 816,103.83368,1.41154
59729,Opp Blk 816,103.8335,1.41114
59731,Blk 512A,103.8415,1.41413
59739,Opp Blk 512A,103.84215,1.41416
59741,Opp Orchid Country Club,103.84464,1.41555
59749,Orchid Country Club,103.84433,1.41499
59751,Opp The Shaughnessy,103.84591,1.41726
59759,The Shaughnessy,103.84631,1.41755
59761,Blk 504C,103.84327,1.4185
59771,Blk 469B,103.85207,1.42394
59779,Opp Blks 469A/469B,103.85252,1.42408
59781,Aft Yishun Ave 6,103.85126,1.42322
59789,Bef Yishun Ave 6,103.85136,1.42301
59791,Blk 471A,103.85358,1.4259
59801,Blk 382C,103.84789,1.43167
59809,Opp Blk 382C,103.84799,1.43176
59811,Blk 477B,103.85206,1.42749
59819,Blk 467C,103.85196,1.42696
59821,Blk 334B,103.84578,1.43291
59829,Opposite Blk 334B,103.8469,1.43283
60011,Bendemeer Stn Exit A,103.86377,1.31472
